"","kingdom","phylum","class","order","family","genus","species"
"ASV_1779","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascobolaceae","g__Ascobolaceae_gen_Incertae_sedis",NA
"ASV_1780","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae",NA,NA
"ASV_1781","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Cryptocoryneum",NA
"ASV_1782","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Phialophora","s__cyclaminis"
"ASV_1783",NA,NA,NA,NA,NA,NA,NA
"ASV_1784",NA,NA,NA,NA,NA,NA,NA
"ASV_1785","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraconiothyrium","s__fuckelii"
"ASV_1786","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"ASV_1787","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_1788","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Trematosphaeriaceae","g__Trematosphaeria","s__grisea"
"ASV_1789",NA,NA,NA,NA,NA,NA,NA
"ASV_1790",NA,NA,NA,NA,NA,NA,NA
"ASV_1791",NA,NA,NA,NA,NA,NA,NA
"ASV_1792",NA,NA,NA,NA,NA,NA,NA
"ASV_1793",NA,NA,NA,NA,NA,NA,NA
"ASV_1794","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Parafenestella","s__salicis"
"ASV_1795",NA,NA,NA,NA,NA,NA,NA
"ASV_1796",NA,NA,NA,NA,NA,NA,NA
"ASV_1797",NA,NA,NA,NA,NA,NA,NA
"ASV_1798","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma","s__radicina"
"ASV_1799",NA,NA,NA,NA,NA,NA,NA
"ASV_1800","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11","f__GS11_fam_Incertae_sedis","g__GS11_gen_Incertae_sedis",NA
"ASV_1801",NA,NA,NA,NA,NA,NA,NA
"ASV_1802","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_1803","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Pseudogymnoascus","s__roseus"
"ASV_1804",NA,NA,NA,NA,NA,NA,NA
"ASV_1805","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__cryoxerica"
"ASV_1806",NA,NA,NA,NA,NA,NA,NA
"ASV_1807",NA,NA,NA,NA,NA,NA,NA
"ASV_1808","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Amphisphaeriaceae","g__Microdochium",NA
"ASV_1809",NA,NA,NA,NA,NA,NA,NA
"ASV_1810",NA,NA,NA,NA,NA,NA,NA
"ASV_1811",NA,NA,NA,NA,NA,NA,NA
"ASV_1812",NA,NA,NA,NA,NA,NA,NA
"ASV_1813","k__Fungi","p__Ascomycota","c__Geoglossomycetes","o__Geoglossales","f__Geoglossaceae","g__Trichoglossum",NA
"ASV_1814","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hymenogastraceae","g__Hymenogaster",NA
"ASV_1815","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae","g__Ganoderma","s__lobatum"
"ASV_1816","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"ASV_1817","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__oryzae"
"ASV_1818",NA,NA,NA,NA,NA,NA,NA
"ASV_1819",NA,NA,NA,NA,NA,NA,NA
"ASV_1820","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Keissleriella","s__quadriseptata"
"ASV_1821","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophoraceae_gen_Incertae_sedis",NA
"ASV_1822",NA,NA,NA,NA,NA,NA,NA
"ASV_1823",NA,NA,NA,NA,NA,NA,NA
"ASV_1824",NA,NA,NA,NA,NA,NA,NA
"ASV_1825","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae",NA,NA
"ASV_1826","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Emericellopsis","s__humicola"
"ASV_1827","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Keissleriella","s__taminensis"
"ASV_1828","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Edenia","s__gomezpompae"
"ASV_1829",NA,NA,NA,NA,NA,NA,NA
"ASV_1830","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Lunasporangiospora","s__chienii"
"ASV_1831","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Chaetosphaeronema",NA
"ASV_1832",NA,NA,NA,NA,NA,NA,NA
"ASV_1833","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Plenodomus",NA
"ASV_1834","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeoseptaceae","g__Phaeoseptum","s__mali"
"ASV_1835","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Stictidaceae","g__Eriospora",NA
"ASV_1836","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariaceae",NA,NA
"ASV_1837",NA,NA,NA,NA,NA,NA,NA
"ASV_1838","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"ASV_1839",NA,NA,NA,NA,NA,NA,NA
"ASV_1840",NA,NA,NA,NA,NA,NA,NA
"ASV_1841",NA,NA,NA,NA,NA,NA,NA
"ASV_1842",NA,NA,NA,NA,NA,NA,NA
"ASV_1843","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__quercina"
"ASV_1844","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae","g__Pseudosigmoidea",NA
"ASV_1845","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaeta",NA
"ASV_1846",NA,NA,NA,NA,NA,NA,NA
"ASV_1847",NA,NA,NA,NA,NA,NA,NA
"ASV_1848",NA,NA,NA,NA,NA,NA,NA
"ASV_1849",NA,NA,NA,NA,NA,NA,NA
"ASV_1850","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__persica"
"ASV_1851","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"ASV_1852","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Omphalotaceae","g__Gymnopus",NA
"ASV_1853","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"ASV_1854",NA,NA,NA,NA,NA,NA,NA
"ASV_1855",NA,NA,NA,NA,NA,NA,NA
"ASV_1856","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Apiosporaceae","g__Apiosporaceae_gen_Incertae_sedis",NA
"ASV_1857","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Montagnula","s__opulenta"
"ASV_1858",NA,NA,NA,NA,NA,NA,NA
"ASV_1859","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_1860","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__arxii"
"ASV_1861",NA,NA,NA,NA,NA,NA,NA
"ASV_1862",NA,NA,NA,NA,NA,NA,NA
"ASV_1863","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae",NA,NA
"ASV_1864","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Chalara",NA
"ASV_1865",NA,NA,NA,NA,NA,NA,NA
"ASV_1866",NA,NA,NA,NA,NA,NA,NA
"ASV_1867",NA,NA,NA,NA,NA,NA,NA
"ASV_1868","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1869","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma",NA
"ASV_1870","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae",NA,NA
"ASV_1871","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium",NA
"ASV_1872",NA,NA,NA,NA,NA,NA,NA
"ASV_1873","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Peltigerales","f__Pannariaceae",NA,NA
"ASV_1874",NA,NA,NA,NA,NA,NA,NA
"ASV_1875",NA,NA,NA,NA,NA,NA,NA
"ASV_1876",NA,NA,NA,NA,NA,NA,NA
"ASV_1877","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Sclerotiniaceae_gen_Incertae_sedis",NA
"ASV_1878",NA,NA,NA,NA,NA,NA,NA
"ASV_1879","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_1880",NA,NA,NA,NA,NA,NA,NA
"ASV_1881","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Emericellopsis","s__humicola"
"ASV_1882","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris",NA
"ASV_1883",NA,NA,NA,NA,NA,NA,NA
"ASV_1884",NA,NA,NA,NA,NA,NA,NA
"ASV_1885",NA,NA,NA,NA,NA,NA,NA
"ASV_1886","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Chaetomellaceae","g__Pilidium",NA
"ASV_1887","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Dactylella","s__ramosa"
"ASV_1888",NA,NA,NA,NA,NA,NA,NA
"ASV_1889","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__confluens"
"ASV_1890","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__variegata"
"ASV_1891",NA,NA,NA,NA,NA,NA,NA
"ASV_1892","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Deconica",NA
"ASV_1893","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraconiothyrium","s__fuckelii"
"ASV_1894","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Scutellinia","s__patagonica"
"ASV_1895",NA,NA,NA,NA,NA,NA,NA
"ASV_1896","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Wojnowiciella",NA
"ASV_1897",NA,NA,NA,NA,NA,NA,NA
"ASV_1898","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae",NA,NA
"ASV_1899","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Cystoagaricus","s__hirtosquamulosus"
"ASV_1900",NA,NA,NA,NA,NA,NA,NA
"ASV_1901","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma",NA
"ASV_1902","k__Fungi","p__Ascomycota","c__Candelariomycetes","o__Candelariales","f__Candelariaceae","g__Candelaria","s__concolor"
"ASV_1903","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia","s__tsunedae"
"ASV_1904",NA,NA,NA,NA,NA,NA,NA
"ASV_1905",NA,NA,NA,NA,NA,NA,NA
"ASV_1906",NA,NA,NA,NA,NA,NA,NA
"ASV_1907",NA,NA,NA,NA,NA,NA,NA
"ASV_1908","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucaria",NA
"ASV_1909","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_1910","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Pholiota","s__tennesseensis"
"ASV_1911",NA,NA,NA,NA,NA,NA,NA
"ASV_1912",NA,NA,NA,NA,NA,NA,NA
"ASV_1913","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma","s__stellatum"
"ASV_1914","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium",NA
"ASV_1915",NA,NA,NA,NA,NA,NA,NA
"ASV_1916","k__Stramenopila","p__Oomycota","c__Oomycetes","o__Pythiales","f__Pythiaceae","g__Pythium",NA
"ASV_1917",NA,NA,NA,NA,NA,NA,NA
"ASV_1918","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Tuberaceae","g__Tuber","s__lyonii"
"ASV_1919","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium",NA
"ASV_1920",NA,NA,NA,NA,NA,NA,NA
"ASV_1921",NA,NA,NA,NA,NA,NA,NA
"ASV_1922","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Plenodomus",NA
"ASV_1923","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraphaeosphaeria","s__sporulosa"
"ASV_1924",NA,NA,NA,NA,NA,NA,NA
"ASV_1925",NA,NA,NA,NA,NA,NA,NA
"ASV_1926",NA,NA,NA,NA,NA,NA,NA
"ASV_1927",NA,NA,NA,NA,NA,NA,NA
"ASV_1928",NA,NA,NA,NA,NA,NA,NA
"ASV_1929","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia",NA
"ASV_1930","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae",NA,NA
"ASV_1931",NA,NA,NA,NA,NA,NA,NA
"ASV_1932",NA,NA,NA,NA,NA,NA,NA
"ASV_1933","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma",NA
"ASV_1934","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Tricharina",NA
"ASV_1935",NA,NA,NA,NA,NA,NA,NA
"ASV_1936",NA,NA,NA,NA,NA,NA,NA
"ASV_1937",NA,NA,NA,NA,NA,NA,NA
"ASV_1938",NA,NA,NA,NA,NA,NA,NA
"ASV_1939","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA
"ASV_1940","k__Stramenopila","p__Ochrophyta","c__Eustigmatophyceae","o__Eustigmatales","f__Eustigmataceae","g__Vischeria",NA
"ASV_1941",NA,NA,NA,NA,NA,NA,NA
"ASV_1942",NA,NA,NA,NA,NA,NA,NA
"ASV_1943",NA,NA,NA,NA,NA,NA,NA
"ASV_1944",NA,NA,NA,NA,NA,NA,NA
"ASV_1945","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Paramyrothecium","s__humicola"
"ASV_1946","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiotremataceae","g__Atrocalyx",NA
"ASV_1947",NA,NA,NA,NA,NA,NA,NA
"ASV_1948",NA,NA,NA,NA,NA,NA,NA
"ASV_1949","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae","g__Helicosporium",NA
"ASV_1950","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Gastrosporiaceae","g__Gastrosporium","s__simplex"
"ASV_1951",NA,NA,NA,NA,NA,NA,NA
"ASV_1952","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae","g__Pseudosigmoidea",NA
"ASV_1953","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae",NA,NA
"ASV_1954",NA,NA,NA,NA,NA,NA,NA
"ASV_1955",NA,NA,NA,NA,NA,NA,NA
"ASV_1956","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Pseudosperma",NA
"ASV_1957","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Stagonospora","s__bicolor"
"ASV_1958",NA,NA,NA,NA,NA,NA,NA
"ASV_1959","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Nigrogranaceae","g__Nigrograna",NA
"ASV_1960",NA,NA,NA,NA,NA,NA,NA
"ASV_1961","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariaceae","g__Neurospora",NA
"ASV_1962",NA,NA,NA,NA,NA,NA,NA
"ASV_1963","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariales_fam_Incertae_sedis","g__Fusidium",NA
"ASV_1964",NA,NA,NA,NA,NA,NA,NA
"ASV_1965","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Thelebolaceae",NA,NA
"ASV_1966","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma",NA
"ASV_1967",NA,NA,NA,NA,NA,NA,NA
"ASV_1968","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae","g__Sebacina",NA
"ASV_1969",NA,NA,NA,NA,NA,NA,NA
"ASV_1970","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Eunotiales","f__Eunotiaceae","g__Eunotia","s__bilunaris"
"ASV_1971","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Amniculicolaceae","g__Amniculicola","s__parva"
"ASV_1972",NA,NA,NA,NA,NA,NA,NA
"ASV_1973",NA,NA,NA,NA,NA,NA,NA
"ASV_1974",NA,NA,NA,NA,NA,NA,NA
"ASV_1975",NA,NA,NA,NA,NA,NA,NA
"ASV_1976","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Stomiopeltis","s__syzygii"
"ASV_1977",NA,NA,NA,NA,NA,NA,NA
"ASV_1978","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA
"ASV_1979",NA,NA,NA,NA,NA,NA,NA
"ASV_1980","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Trichopeziza","s__mollissima"
"ASV_1981","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__whitfieldii"
"ASV_1982",NA,NA,NA,NA,NA,NA,NA
"ASV_1983",NA,NA,NA,NA,NA,NA,NA
"ASV_1984","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Homophron","s__helvolescens"
"ASV_1985",NA,NA,NA,NA,NA,NA,NA
"ASV_1986","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Agaricus","s__bisporus"
"ASV_1987",NA,NA,NA,NA,NA,NA,NA
"ASV_1988",NA,NA,NA,NA,NA,NA,NA
"ASV_1989",NA,NA,NA,NA,NA,NA,NA
"ASV_1990",NA,NA,NA,NA,NA,NA,NA
"ASV_1991",NA,NA,NA,NA,NA,NA,NA
"ASV_1992","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Crepidotaceae","g__Crepidotus","s__malachioides"
"ASV_1993",NA,NA,NA,NA,NA,NA,NA
"ASV_1994",NA,NA,NA,NA,NA,NA,NA
"ASV_1995",NA,NA,NA,NA,NA,NA,NA
"ASV_1996","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Discosiaceae","g__Discosia",NA
"ASV_1997",NA,NA,NA,NA,NA,NA,NA
"ASV_1998",NA,NA,NA,NA,NA,NA,NA
"ASV_1999","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inosperma","s__acutofulvum"
"ASV_2000","k__Fungi","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA
"ASV_2001",NA,NA,NA,NA,NA,NA,NA
"ASV_2002",NA,NA,NA,NA,NA,NA,NA
"ASV_2003","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"ASV_2004","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_2005",NA,NA,NA,NA,NA,NA,NA
"ASV_2006",NA,NA,NA,NA,NA,NA,NA
"ASV_2007","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Bullera","s__alba"
"ASV_2008","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae",NA,NA
"ASV_2009",NA,NA,NA,NA,NA,NA,NA
"ASV_2010","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_2011",NA,NA,NA,NA,NA,NA,NA
"ASV_2012",NA,NA,NA,NA,NA,NA,NA
"ASV_2013",NA,NA,NA,NA,NA,NA,NA
"ASV_2014",NA,NA,NA,NA,NA,NA,NA
"ASV_2015",NA,NA,NA,NA,NA,NA,NA
"ASV_2016",NA,NA,NA,NA,NA,NA,NA
"ASV_2017",NA,NA,NA,NA,NA,NA,NA
"ASV_2018",NA,NA,NA,NA,NA,NA,NA
"ASV_2019",NA,NA,NA,NA,NA,NA,NA
"ASV_2020","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma","s__dioscoreae"
"ASV_2021","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Rutstroemiaceae","g__Rutstroemia",NA
"ASV_2022","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Phaeophyscia",NA
"ASV_2023",NA,NA,NA,NA,NA,NA,NA
"ASV_2024",NA,NA,NA,NA,NA,NA,NA
"ASV_2025","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Pseudocoleophoma",NA
"ASV_2026",NA,NA,NA,NA,NA,NA,NA
"ASV_2027",NA,NA,NA,NA,NA,NA,NA
"ASV_2028","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_2029",NA,NA,NA,NA,NA,NA,NA
"ASV_2030",NA,NA,NA,NA,NA,NA,NA
"ASV_2031","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Paramycosphaerella","s__intermedia"
"ASV_2032",NA,NA,NA,NA,NA,NA,NA
"ASV_2033",NA,NA,NA,NA,NA,NA,NA
"ASV_2034",NA,NA,NA,NA,NA,NA,NA
"ASV_2035",NA,NA,NA,NA,NA,NA,NA
"ASV_2036",NA,NA,NA,NA,NA,NA,NA
"ASV_2037","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Cystoagaricus",NA
"ASV_2038","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"ASV_2039",NA,NA,NA,NA,NA,NA,NA
"ASV_2040",NA,NA,NA,NA,NA,NA,NA
"ASV_2041","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_2042",NA,NA,NA,NA,NA,NA,NA
"ASV_2043",NA,NA,NA,NA,NA,NA,NA
"ASV_2044","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Pseudosperma",NA
"ASV_2045","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora",NA
"ASV_2046","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Articulospora",NA
"ASV_2047",NA,NA,NA,NA,NA,NA,NA
"ASV_2048",NA,NA,NA,NA,NA,NA,NA
"ASV_2049","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia",NA
"ASV_2050",NA,NA,NA,NA,NA,NA,NA
"ASV_2051",NA,NA,NA,NA,NA,NA,NA
"ASV_2052","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__brevisetulosus"
"ASV_2053",NA,NA,NA,NA,NA,NA,NA
"ASV_2054",NA,NA,NA,NA,NA,NA,NA
"ASV_2055",NA,NA,NA,NA,NA,NA,NA
"ASV_2056",NA,NA,NA,NA,NA,NA,NA
"ASV_2057","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Tetracladium","s__furcatum"
"ASV_2058","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae",NA,NA
"ASV_2059","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Kluyveromyces","s__lactis"
"ASV_2060","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Talaromyces",NA
"ASV_2061",NA,NA,NA,NA,NA,NA,NA
"ASV_2062","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Neonectria",NA
"ASV_2063","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA
"ASV_2064",NA,NA,NA,NA,NA,NA,NA
"ASV_2065","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__angulatus"
"ASV_2066",NA,NA,NA,NA,NA,NA,NA
"ASV_2067",NA,NA,NA,NA,NA,NA,NA
"ASV_2068","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"ASV_2069","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_2070",NA,NA,NA,NA,NA,NA,NA
