"","ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"2077","ASV_2077","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Dothideomycetes_fam_Incertae_sedis","g__Pseudoarthrographis",NA
"2078","ASV_2078","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"2079","ASV_2079",NA,NA,NA,NA,NA,NA,NA
"2080","ASV_2080",NA,NA,NA,NA,NA,NA,NA
"2081","ASV_2081","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis",NA
"2082","ASV_2082",NA,NA,NA,NA,NA,NA,NA
"2083","ASV_2083",NA,NA,NA,NA,NA,NA,NA
"2084","ASV_2084","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe","s__littoralis"
"2085","ASV_2085","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Cucurbitariaceae_gen_Incertae_sedis",NA
"2086","ASV_2086","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Calvatia","s__fragilis"
"2087","ASV_2087","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pezizomycotina_fam_Incertae_sedis","g__Pezizomycotina_gen_Incertae_sedis",NA
"2088","ASV_2088","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Paraleptosphaeria","s__rumicis"
"2089","ASV_2089",NA,NA,NA,NA,NA,NA,NA
"2090","ASV_2090","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Cucurbitariaceae_gen_Incertae_sedis",NA
"2091","ASV_2091",NA,NA,NA,NA,NA,NA,NA
"2092","ASV_2092",NA,NA,NA,NA,NA,NA,NA
"2093","ASV_2093","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Scutellinia",NA
"2094","ASV_2094",NA,NA,NA,NA,NA,NA,NA
"2095","ASV_2095","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae","g__Scolecobasidium","s__robustum"
"2096","ASV_2096",NA,NA,NA,NA,NA,NA,NA
"2097","ASV_2097","k__Stramenopila","p__Ochrophyta","c__Eustigmatophyceae","o__Eustigmatales","f__Eustigmataceae","g__Eustigmatos",NA
"2098","ASV_2098","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascobolaceae","g__Ascobolus",NA
"2099","ASV_2099","k__Fungi","p__Basidiomycota","c__Basidiomycota_cls_Incertae_sedis","o__Basidiomycota_ord_Incertae_sedis","f__Basidiomycota_fam_Incertae_sedis","g__Basidiomycota_gen_Incertae_sedis",NA
"2100","ASV_2100","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae","g__Efibulobasidium",NA
"2101","ASV_2101",NA,NA,NA,NA,NA,NA,NA
"2102","ASV_2102","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae","g__Herpotrichia","s__pinetorum"
"2103","ASV_2103","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Sclerodermataceae","g__Scleroderma","s__areolatum"
"2104","ASV_2104","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula","s__pelargonia"
"2105","ASV_2105",NA,NA,NA,NA,NA,NA,NA
"2106","ASV_2106","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma","s__chlamydocopiosa"
"2107","ASV_2107",NA,NA,NA,NA,NA,NA,NA
"2108","ASV_2108","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"2109","ASV_2109","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Bjerkandera",NA
"2110","ASV_2110",NA,NA,NA,NA,NA,NA,NA
"2111","ASV_2111","k__Cryptista","p__Katablepharidophyta","c__Katablepharidophyta_cls_Incertae_sedis","o__Katablepharidophyta_ord_Incertae_sedis","f__Katablepharidophyta_fam_Incertae_sedis","g__Katablepharidophyta_gen_Incertae_sedis",NA
"2112","ASV_2112","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascodesmidaceae","g__Cephaliophora",NA
"2113","ASV_2113","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Gelatoporia","s__subvermispora"
"2114","ASV_2114","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Peziza","s__ninguis"
"2115","ASV_2115","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"2116","ASV_2116",NA,NA,NA,NA,NA,NA,NA
"2117","ASV_2117","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Sclerodermataceae","g__Scleroderma","s__areolatum"
"2118","ASV_2118","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Naviculales","f__Naviculaceae","g__Navicula",NA
"2119","ASV_2119","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Limonomyces",NA
"2120","ASV_2120","k__Fungi","p__Basidiomycota","c__Basidiomycota_cls_Incertae_sedis","o__Basidiomycota_ord_Incertae_sedis","f__Basidiomycota_fam_Incertae_sedis","g__Basidiomycota_gen_Incertae_sedis",NA
"2121","ASV_2121",NA,NA,NA,NA,NA,NA,NA
"2122","ASV_2122",NA,NA,NA,NA,NA,NA,NA
"2123","ASV_2123","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"2124","ASV_2124",NA,NA,NA,NA,NA,NA,NA
"2125","ASV_2125","k__Fungi",NA,NA,NA,NA,NA,NA
"2126","ASV_2126",NA,NA,NA,NA,NA,NA,NA
"2127","ASV_2127",NA,NA,NA,NA,NA,NA,NA
"2128","ASV_2128","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae",NA,NA
"2129","ASV_2129",NA,NA,NA,NA,NA,NA,NA
"2130","ASV_2130","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucaria",NA
"2131","ASV_2131","k__Fungi","p__Basidiomycota","c__Basidiomycota_cls_Incertae_sedis","o__Basidiomycota_ord_Incertae_sedis","f__Basidiomycota_fam_Incertae_sedis","g__Basidiomycota_gen_Incertae_sedis",NA
"2132","ASV_2132","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pezizomycotina_fam_Incertae_sedis","g__Cytosporella",NA
"2133","ASV_2133",NA,NA,NA,NA,NA,NA,NA
"2134","ASV_2134","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucaria",NA
"2135","ASV_2135",NA,NA,NA,NA,NA,NA,NA
"2136","ASV_2136","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"2137","ASV_2137",NA,NA,NA,NA,NA,NA,NA
"2138","ASV_2138",NA,NA,NA,NA,NA,NA,NA
"2139","ASV_2139","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Crepidotaceae","g__Crepidotus","s__subverrucisporus"
"2140","ASV_2140","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Mycoarthris",NA
"2141","ASV_2141","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Gomphales","f__Gomphaceae","g__Phaeoclavulina",NA
"2142","ASV_2142","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Pellidiscus",NA
"2143","ASV_2143",NA,NA,NA,NA,NA,NA,NA
"2144","ASV_2144",NA,NA,NA,NA,NA,NA,NA
"2145","ASV_2145","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma","s__chrysanthemicola"
"2146","ASV_2146","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae",NA,NA
"2147","ASV_2147",NA,NA,NA,NA,NA,NA,NA
"2148","ASV_2148",NA,NA,NA,NA,NA,NA,NA
"2149","ASV_2149","k__Alveolata","p__Dinophyta","c__Dinophyceae","o__Suessiales","f__Suessiaceae","g__Ansanella",NA
"2150","ASV_2150","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascobolaceae","g__Ascobolaceae_gen_Incertae_sedis",NA
"2151","ASV_2151",NA,NA,NA,NA,NA,NA,NA
"2152","ASV_2152",NA,NA,NA,NA,NA,NA,NA
"2153","ASV_2153",NA,NA,NA,NA,NA,NA,NA
"2154","ASV_2154","k__Fungi",NA,NA,NA,NA,NA,NA
"2155","ASV_2155","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe","s__heidelbergensis"
"2156","ASV_2156","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"2157","ASV_2157",NA,NA,NA,NA,NA,NA,NA
"2158","ASV_2158",NA,NA,NA,NA,NA,NA,NA
"2159","ASV_2159","k__Fungi",NA,NA,NA,NA,NA,NA
"2160","ASV_2160","k__Fungi","p__Blastocladiomycota","c__Blastocladiomycetes","o__Blastocladiales","f__Blastocladiales_fam_Incertae_sedis","g__Blastocladiales_gen_Incertae_sedis",NA
"2161","ASV_2161",NA,NA,NA,NA,NA,NA,NA
"2162","ASV_2162",NA,NA,NA,NA,NA,NA,NA
"2163","ASV_2163","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucaria",NA
"2164","ASV_2164","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucaria","s__viridigrana"
"2165","ASV_2165","k__Fungi","p__Mucoromycota","c__Endogonomycetes","o__Endogonomycetes_ord_Incertae_sedis","f__Endogonomycetes_fam_Incertae_sedis","g__Endogonomycetes_gen_Incertae_sedis",NA
"2166","ASV_2166",NA,NA,NA,NA,NA,NA,NA
"2167","ASV_2167","k__Fungi",NA,NA,NA,NA,NA,NA
"2168","ASV_2168","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma","s__chrysanthemicola"
"2169","ASV_2169",NA,NA,NA,NA,NA,NA,NA
"2170","ASV_2170",NA,NA,NA,NA,NA,NA,NA
"2171","ASV_2171","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Cucurbitariaceae_gen_Incertae_sedis",NA
"2172","ASV_2172","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia",NA
"2173","ASV_2173","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Calloria",NA
"2174","ASV_2174",NA,NA,NA,NA,NA,NA,NA
"2175","ASV_2175","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Torulaceae","g__Torula","s__fici"
"2176","ASV_2176","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Tetracladium",NA
"2177","ASV_2177","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Biappendiculispora",NA
"2178","ASV_2178","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"2179","ASV_2179","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Naviculales","f__Naviculaceae","g__Navicula",NA
"2180","ASV_2180","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Panaeolus","s__papilionaceus"
"2181","ASV_2181","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"2182","ASV_2182","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Cosmospora","s__inonoticola"
"2183","ASV_2183","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__indica"
"2184","ASV_2184",NA,NA,NA,NA,NA,NA,NA
"2185","ASV_2185","k__Stramenopila","p__Ochrophyta","c__Eustigmatophyceae","o__Eustigmatales","f__Eustigmataceae","g__Eustigmatos",NA
"2186","ASV_2186","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma",NA
"2187","ASV_2187",NA,NA,NA,NA,NA,NA,NA
"2188","ASV_2188",NA,NA,NA,NA,NA,NA,NA
"2189","ASV_2189","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__heimaeyensis"
"2190","ASV_2190","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS05","f__GS05_fam_Incertae_sedis","g__GS05_gen_Incertae_sedis",NA
"2191","ASV_2191","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"2192","ASV_2192",NA,NA,NA,NA,NA,NA,NA
"2193","ASV_2193","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__terricola"
"2194","ASV_2194",NA,NA,NA,NA,NA,NA,NA
"2195","ASV_2195","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe","s__dunensis"
"2196","ASV_2196","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__flava"
"2197","ASV_2197",NA,NA,NA,NA,NA,NA,NA
"2198","ASV_2198","k__Fungi",NA,NA,NA,NA,NA,NA
"2199","ASV_2199",NA,NA,NA,NA,NA,NA,NA
"2200","ASV_2200","k__Fungi","p__Basidiomycota","c__Agaricomycotina_cls_Incertae_sedis","o__Agaricomycotina_ord_Incertae_sedis","f__Agaricomycotina_fam_Incertae_sedis","g__Agaricomycotina_gen_Incertae_sedis",NA
"2201","ASV_2201","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia",NA
"2202","ASV_2202","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus",NA
"2203","ASV_2203","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella","s__panaeoloides"
"2204","ASV_2204","k__Stramenopila","p__Ochrophyta","c__Xanthophyceae","o__Mischococcales","f__Botryochloridaceae","g__Chlorellidium",NA
"2205","ASV_2205",NA,NA,NA,NA,NA,NA,NA
"2206","ASV_2206",NA,NA,NA,NA,NA,NA,NA
"2207","ASV_2207",NA,NA,NA,NA,NA,NA,NA
"2208","ASV_2208",NA,NA,NA,NA,NA,NA,NA
"2209","ASV_2209",NA,NA,NA,NA,NA,NA,NA
"2210","ASV_2210","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Cucurbitariaceae_gen_Incertae_sedis",NA
"2211","ASV_2211",NA,NA,NA,NA,NA,NA,NA
"2212","ASV_2212","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Keissleriella","s__caraganae"
"2213","ASV_2213","k__Fungi","p__Basidiomycota","c__Basidiomycota_cls_Incertae_sedis","o__Basidiomycota_ord_Incertae_sedis","f__Basidiomycota_fam_Incertae_sedis","g__Basidiomycota_gen_Incertae_sedis",NA
"2214","ASV_2214","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma","s__lixii"
"2215","ASV_2215","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma","s__guiyangensis"
"2216","ASV_2216",NA,NA,NA,NA,NA,NA,NA
"2217","ASV_2217","k__Fungi",NA,NA,NA,NA,NA,NA
"2218","ASV_2218","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Pseudosperma","s__obsoletum"
"2219","ASV_2219",NA,NA,NA,NA,NA,NA,NA
"2220","ASV_2220","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Dermoloma",NA
"2221","ASV_2221",NA,NA,NA,NA,NA,NA,NA
"2222","ASV_2222",NA,NA,NA,NA,NA,NA,NA
"2223","ASV_2223","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucariaceae_gen_Incertae_sedis",NA
"2224","ASV_2224","k__Fungi",NA,NA,NA,NA,NA,NA
"2225","ASV_2225","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__floriforme"
"2226","ASV_2226","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Stictidaceae","g__Eriospora","s__leucostoma"
"2227","ASV_2227",NA,NA,NA,NA,NA,NA,NA
"2228","ASV_2228",NA,NA,NA,NA,NA,NA,NA
"2229","ASV_2229","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraconiothyrium","s__fuckelii"
"2230","ASV_2230",NA,NA,NA,NA,NA,NA,NA
"2231","ASV_2231","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellales_fam_Incertae_sedis","g__Mortierellales_gen_Incertae_sedis",NA
"2232","ASV_2232","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Niessliaceae",NA,NA
"2233","ASV_2233",NA,NA,NA,NA,NA,NA,NA
"2234","ASV_2234","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Gastrosporiaceae","g__Gastrosporium","s__gossypinum"
"2235","ASV_2235",NA,NA,NA,NA,NA,NA,NA
"2236","ASV_2236","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"2237","ASV_2237",NA,NA,NA,NA,NA,NA,NA
"2238","ASV_2238","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"2239","ASV_2239","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Solicoccozyma","s__aeria"
"2240","ASV_2240","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Tremellaceae_gen_Incertae_sedis",NA
"2241","ASV_2241",NA,NA,NA,NA,NA,NA,NA
"2242","ASV_2242","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Phellinus","s__gilvus"
"2243","ASV_2243",NA,NA,NA,NA,NA,NA,NA
"2244","ASV_2244","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__infectoria"
"2245","ASV_2245",NA,NA,NA,NA,NA,NA,NA
"2246","ASV_2246","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporidiobolaceae_gen_Incertae_sedis",NA
"2247","ASV_2247","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Tausonia","s__pullulans"
"2248","ASV_2248","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Chalara",NA
"2249","ASV_2249","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella","s__atrocastanea"
"2250","ASV_2250","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Pholiota","s__tennesseensis"
"2251","ASV_2251",NA,NA,NA,NA,NA,NA,NA
"2252","ASV_2252","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae",NA,NA
"2253","ASV_2253","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus",NA
"2254","ASV_2254","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma",NA
"2255","ASV_2255",NA,NA,NA,NA,NA,NA,NA
"2256","ASV_2256","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae","g__Herpotrichia","s__striatispora"
"2257","ASV_2257",NA,NA,NA,NA,NA,NA,NA
"2258","ASV_2258","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__quercina"
"2259","ASV_2259","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales",NA,NA,NA
"2260","ASV_2260","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Genea",NA
"2261","ASV_2261","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Peltigerales","f__Pannariaceae",NA,NA
"2262","ASV_2262",NA,NA,NA,NA,NA,NA,NA
"2263","ASV_2263","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Lentitheciaceae_gen_Incertae_sedis",NA
"2264","ASV_2264",NA,NA,NA,NA,NA,NA,NA
"2265","ASV_2265",NA,NA,NA,NA,NA,NA,NA
"2266","ASV_2266",NA,NA,NA,NA,NA,NA,NA
"2267","ASV_2267","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"2268","ASV_2268","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Peziza","s__ostracoderma"
"2269","ASV_2269","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"2270","ASV_2270","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae","g__Efibulobasidium",NA
"2271","ASV_2271","k__Fungi","p__Aphelidiomycota","c__Aphelidiomycota_cls_Incertae_sedis","o__Aphelidiomycota_ord_Incertae_sedis","f__Aphelidiomycota_fam_Incertae_sedis","g__Aphelidiomycota_gen_Incertae_sedis",NA
"2272","ASV_2272","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Cyberlindnera","s__jadinii"
"2273","ASV_2273","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Naviculales","f__Naviculaceae","g__Navicula",NA
"2274","ASV_2274",NA,NA,NA,NA,NA,NA,NA
"2275","ASV_2275","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Subulicystidium",NA
"2276","ASV_2276","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma",NA
"2277","ASV_2277",NA,NA,NA,NA,NA,NA,NA
"2278","ASV_2278","k__Fungi",NA,NA,NA,NA,NA,NA
"2279","ASV_2279","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__rubellum"
"2280","ASV_2280","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Stagonospora",NA
"2281","ASV_2281","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Bjerkandera",NA
"2282","ASV_2282","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Paramycosphaerella","s__intermedia"
"2283","ASV_2283","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__sowerbyi"
"2284","ASV_2284",NA,NA,NA,NA,NA,NA,NA
"2285","ASV_2285","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Bombardiaceae","g__Ramophialophora",NA
"2286","ASV_2286",NA,NA,NA,NA,NA,NA,NA
"2287","ASV_2287","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Strelitzianaceae","g__Strelitziana","s__albiziae"
"2288","ASV_2288",NA,NA,NA,NA,NA,NA,NA
"2289","ASV_2289",NA,NA,NA,NA,NA,NA,NA
"2290","ASV_2290",NA,NA,NA,NA,NA,NA,NA
"2291","ASV_2291","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae"
"2292","ASV_2292","k__Fungi",NA,NA,NA,NA,NA,NA
"2293","ASV_2293","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Talaromyces",NA
"2294","ASV_2294","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massariaceae","g__Massaria","s__vindobonensis"
"2295","ASV_2295","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","g__Athelia","s__arachnoidea"
"2296","ASV_2296","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"2297","ASV_2297","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"2298","ASV_2298","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Neovaginatispora","s__clematidis"
"2299","ASV_2299","k__Fungi",NA,NA,NA,NA,NA,NA
"2300","ASV_2300","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Kondoa","s__phyllada"
"2301","ASV_2301","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris","s__oryzae"
"2302","ASV_2302","k__Fungi",NA,NA,NA,NA,NA,NA
"2303","ASV_2303",NA,NA,NA,NA,NA,NA,NA
"2304","ASV_2304","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"2305","ASV_2305",NA,NA,NA,NA,NA,NA,NA
"2306","ASV_2306","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Endoconidioma","s__populi"
"2307","ASV_2307","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Naviculales","f__Naviculaceae","g__Navicula","s__cryptocephala"
"2308","ASV_2308",NA,NA,NA,NA,NA,NA,NA
"2309","ASV_2309",NA,NA,NA,NA,NA,NA,NA
"2310","ASV_2310","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Keissleriella","s__taminensis"
